retrieval_mode,id,category,question,reference_answer,expected_source,model,top_k,prompt_variant,num_predict,timeout,context_expansion,success,answer,top_sources,retrieval_hit,reference_overlap,reasoning_faithfulness,retrieval_rounds,retrieve_time,generate_time,total_time,error
hybrid,17,数据库,数据库规范化的目的是什么？,规范化用于减少数据冗余和更新异常，提高数据一致性。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"数据库规范化的主要目的是减少数据冗余和更新异常，从而提高数据的一致性和完整性。

- 关键概念：第一范式要求属性不可再分；第二范式要求非主属性完全依赖候选键；第三范式要求非主属性不传递依赖候选键。
- 步骤或",database_systems.md(0.7716); ai_rag_notes.md(0.4000); computer_networks.md(0.3899); computer_networks.md(0.3646),1,0.913,0.0,1,0.9522,131.3182,132.2705,
hybrid,18,数据库,第三范式主要约束什么问题？,第三范式要求非主属性不传递依赖候选键，以减少传递依赖带来的异常。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"第三范式主要用于解决非主属性对候选键的传递依赖问题。

- 关键概念：在数据库设计中，第三范式（3NF）要求一个关系中的所有非主属性都直接依赖于候选键，而不是通过其他非主属性间接依赖。这意味着消除非主属性对候选",database_systems.md(0.8500); ai_rag_notes.md(0.5739); ai_rag_notes.md(0.4313); ai_rag_notes.md(0.4081),1,0.75,0.0,1,0.6589,131.1622,131.8213,
hybrid,19,数据库,B+ 树索引为什么适合范围查询？,B+ 树叶子节点按键值有序并通过链表相连，便于顺序扫描范围数据。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"B+树索引适合范围查询是因为其结构特性使得它可以高效地处理这类查询。具体来说，B+树的叶子节点是有序的，并且通过链表相连，这使得可以快速进行区间查找。

1. **关键概念**：B+树是一种多路搜索树，特别",database_systems.md(0.8500); computer_networks.md(0.3576); computer_networks.md(0.3520); database_systems.md(0.3373),1,0.0,0.0,1,0.5953,110.5506,111.146,
hybrid,20,数据库,索引会带来哪些代价？,索引会占用额外存储空间，并增加插入、删除、更新时维护索引的开销。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"索引能提高读取性能，但会占用额外存储空间，并增加插入、删除和更新时维护索引的开销。

- 索引占用额外存储空间：创建索引需要存储额外的数据结构，这会占用更多的磁盘空间。
- 插入、删除和更新",database_systems.md(0.8022); database_systems.md(0.4520); arxiv_002_2605.22820v1.md(0.3923); computer_networks.md(0.3916),1,1.0,0.0,1,0.8438,131.9342,132.7781,
hybrid,21,数据库,事务 ACID 分别表示什么？,ACID 表示原子性、一致性、隔离性和持久性。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"事务ACID分别代表原子性（Atomicity）、一致性（Consistency）、隔离性（Isolation）和持久性（Durability）。这四个特性确保了数据库操作的正确性和可靠性。

- 原子性：保证事务中的所有操作要么全部成功，要么全部失败。
- 一致性",database_systems.md(0.9179); database_systems.md(0.8267); computer_networks.md(0.4265); ai_rag_notes.md(0.3350),1,0.0,0.0,1,0.6486,126.1773,126.8261,
hybrid,22,数据库,MVCC 如何减少读写冲突？,MVCC 保存数据多个版本，让读操作读取一致性快照，从而减少读写冲突。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,MVCC 通过保存数据的多个版本来减少读写冲突。具体来说，当一个事务需要读取某个数据项时，它可以读取该数据在某一时间点的一致性快照，而不会受到其他并发事务对该数据进行修改的影响；当事务需要更新数据时，则会,database_systems.md(0.8527); arxiv_020_2605.22765v1.md(0.4099); arxiv_004_2605.22814v1.md(0.3879),1,0.5,0.0,1,0.6885,104.7107,105.3993,
hybrid,23,人工智能,Transformer 为什么不依赖循环结构也能建模序列关系？,Transformer 通过自注意力计算序列中不同位置之间的关联，并使用位置编码补充词序信息。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"Transformer 不依赖循环结构也能建模序列关系的原因在于其采用了自注意力机制。具体来说，Transformer 通过多头注意力机制在多个表示子空间中学习不同位置之间的关系，并且使用位置编码来补充词序信息。

1. **关键概念**：自注意力机制允许模型直接关注",ai_rag_notes.md(0.9535); cse_017_acknowledgments.md(0.5139); cse_006_data-processing.md(0.5075); arxiv_015_2605.22775v1.md(0.4583),1,0.5,0.0,1,0.6908,101.7905,102.4814,
hybrid,24,人工智能,多头注意力的作用是什么？,多头注意力可以在多个表示子空间中学习不同关系，增强模型表达能力。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"多头注意力机制能够学习序列中不同位置之间的多种关系，并通过多个并行的注意力子空间来增强模型对输入的理解能力。

1. **关键概念**：在Transformer架构中，多头注意力是一种重要的组件。它允许模型同时关注输入的不同部分，从而捕捉到更丰富、",ai_rag_notes.md(0.8500); computer_networks.md(0.4775); computer_networks.md(0.4175); database_systems.md(0.3238),1,0.8276,0.0,1,0.7024,164.3236,165.0269,
hybrid,25,RAG,Ollama 本地部署在课程设计中有什么优势？,本地部署使专业文档无需上传第三方服务，便于保护隐私和复现实验环境。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"Ollama 本地部署在课程设计中的主要优势在于保护专业文档隐私，并方便复现实验环境。

1. **保护隐私**：通过本地部署大语言模型，数据不需要上传到第三方服务，可以有效防止敏感信息泄露。这不仅符合隐私保护的要求，还能确保实验过程中使用的",ai_rag_notes.md(0.9068); computer_networks.md(0.4199); operating_systems.md(0.3220); computer_networks.md(0.3130),1,0.9394,0.0,1,1.5445,143.1072,144.6518,
hybrid,26,RAG,Embedding 在 RAG 中承担什么任务？,Embedding 把文本映射为高维向量，使系统能用余弦相似度进行语义检索。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"Embedding 在 RAG 系统中主要用于将文本转换为高维向量表示，使得语义相近的文本在向量空间中的距离更近。这有助于提高检索效率和准确性。

- 关键概念：Embedding 模型通过学习文本的深层语义特征，将其映",ai_rag_notes.md(0.8316); ai_rag_notes.md(0.8300); cse_006_data-processing.md(0.7637); cse_005_dataset-size.md(0.6068),1,0.5,0.0,1,0.7459,117.0375,117.7836,
hybrid,27,RAG,RAG 的基本流程是什么？,RAG 流程包括文档解析、文本切分、向量化入库、问题向量化、相似度检索、Prompt 拼接和答案生成。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"RAG（Retrieval-Augmented Generation）的基本流程包括文档解析、文本切分、向量化入库、问题向量化、相似度检索、Prompt 拼接和答案生成。

1. **文档解析**：首先对输入的文档进行解析，提取出有用的信息。
2. **",ai_rag_notes.md(1.0000); cse_009_using-with-rag-systems.md(0.6112); ai_rag_notes.md(0.6111); operating_systems.md(0.5471),1,0.3333,0.0,1,0.7702,140.4067,141.1771,
hybrid,28,RAG,RAG 可以缓解大模型的哪些问题？,RAG 可以缓解知识过时、专业知识不足和幻觉问题。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"RAG（Retrieval-Augmented Generation）系统可以缓解大模型的知识过时、专业知识不足以及幻觉等问题。

1. **知识过时**：通过结合外部知识库的实时信息，RAG 系统能够提供最新的数据支持，从而避免了使用过时的大模型生成结果",ai_rag_notes.md(0.9696); ai_rag_notes.md(0.6744); cse_009_using-with-rag-systems.md(0.5338); cse_001_cse-course-rag-dataset.md(0.4946),1,0.0,0.0,1,0.7406,127.3699,128.111,
hybrid,29,RAG,专业文档问答的 Prompt 为什么要要求拒绝编造？,因为检索片段可能没有答案，拒绝编造可以降低幻觉并提升答案可信度。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"专业文档问答的Prompt要求拒绝编造是为了确保答案的准确性和可靠性。这一步骤可以提升用户对系统的信任度，并保证生成的答案符合实际内容。

1. **关键概念**：在专业文档问答场景中，系统需要依据提供的资料生成准确、可靠的回答。如果允许模型编",ai_rag_notes.md(0.9782); ai_rag_notes.md(0.8337); ai_rag_notes.md(0.3520); database_systems.md(0.3433),1,0.5714,0.0,1,0.7103,147.5773,148.2878,
hybrid,30,RAG,影响 RAG 最终效果的关键因素有哪些？,检索质量、文档切分策略和提示词约束会直接影响最终问答效果。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"影响RAG最终效果的关键因素主要包括检索质量、切分策略和提示词约束。

- 检索质量：高质量的检索结果能够更准确地找到与用户问题相关的文档片段。这依赖于向量化技术和相似度计算方法的有效性。
- 切分策略：合理的文档切",ai_rag_notes.md(0.9274); cse_009_using-with-rag-systems.md(0.6647); ai_rag_notes.md(0.5464); cse_001_cse-course-rag-dataset.md(0.5303),1,0.8621,0.0,1,0.6061,130.3172,130.9234,
adaptive,1,网络,计算机网络采用分层体系结构的主要意义是什么？,分层可以降低复杂度，使每层只关注本层职责并通过接口向上层提供服务，便于协议替换和故障定位。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段1提供了关于计算机网络分层体系结构的信息，明确指出了其主要意义。因此，这些信息是充分的。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1",computer_networks.md(0.8500); computer_networks.md(0.3656); ai_rag_notes.md(0.3626); database_systems.md(0.3553),1,0.1951,0.0,1,151.5125,190.0243,341.6137,
adaptive,2,网络,OSI 参考模型包含哪些层？,OSI 参考模型包含物理层、数据链路层、网络层、传输层、会话层、表示层和应用层。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段1提供了关于OSI参考模型的信息。因此，信息是充足的，可以继续进行下一步。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] OSI 参考模型",computer_networks.md(0.9195); arxiv_004_2605.22814v1.md(0.4654); arxiv_012_2605.22781v1.md(0.4421); ai_rag_notes.md(0.4369),1,0.5,1.0,1,98.025,126.7751,224.8797,
adaptive,3,网络,TCP 为什么适合文件传输和网页访问？,TCP 面向连接并提供可靠传输，使用确认、重传、流量控制和拥塞控制保证数据可靠到达。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段 [片段1] 提供了关于 TCP 协议的相关信息，足以回答用户的问题。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] TCP 是面向连接的",computer_networks.md(0.9002); computer_networks.md(0.4499); ai_rag_notes.md(0.4000); database_systems.md(0.3712),1,0.5,1.0,1,155.5632,188.3523,343.9885,
adaptive,4,网络,UDP 的特点和典型应用场景是什么？,UDP 无连接、开销小、时延低，不保证可靠交付，常用于 DNS、实时音视频和在线游戏。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段提供了关于 UDP 的详细描述，包括其特点及其典型应用场景。因此，这些信息足以回答用户的问题。

## 步骤 2：关键事实提取
[片段1] 事实内容：UDP 是无连接传输协议。它不",computer_networks.md(0.9102); computer_networks.md(0.7823); computer_networks.md(0.4248); ai_rag_notes.md(0.4163),1,0.3333,1.0,1,108.2997,170.1911,278.5692,
adaptive,5,网络,CIDR 中 192.168.1.0/24 表示什么？,它表示前 24 位是网络前缀，对应 192.168.1.0 这个网络范围。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段 [片段1] 和 [片段3] 提供了关于 CIDR 的相关信息。因此，这些信息足以回答用户的问题。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段",computer_networks.md(1.0000); arxiv_013_2605.22779v1.md(0.3728); arxiv_011_2605.22785v1.md(0.3041); computer_networks.md(0.0000),1,0.0,1.0,1,113.9881,163.8664,277.9291,
adaptive,6,网络,HTTPS 相比 HTTP 增加了哪些安全能力？,HTTPS 在 HTTP 与 TCP 之间加入 TLS，提供身份认证、数据加密和完整性校验。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
根据参考资料中的内容，片段3和片段4与用户提出的问题无关。片段2虽然提到了“HTTPS”，但并没有详细说明HTTPS相比HTTP增加了哪些安全能力。片段1中提到的UDP协议使用场景以及应用层需要自行设计确认、重",computer_networks.md(0.8749); arxiv_002_2605.22820v1.md(0.5843); ai_rag_notes.md(0.5679); arxiv_009_2605.22791v1.md(0.5673),1,0.0,0.0,1,118.184,152.8398,271.1156,
adaptive,7,网络,DNS 缓存有什么作用？,DNS 缓存可以减少重复查询并提高访问速度，但缓存过期时间会影响域名变更生效速度。,computer_networks.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段2和片段3提到了 DNS 解析的相关内容，但没有直接提及 DNS 缓存的作用。片段4与 DNS 缓解无关。片段1中提到“DNS缓存可以减少重复查询，提高访问速度”，这正是我们需要",computer_networks.md(0.9476); computer_networks.md(0.6611); computer_networks.md(0.4894); arxiv_002_2605.22820v1.md(0.4257),1,0.5,0.0,1,124.6959,159.2381,284.0201,
adaptive,8,操作系统,进程和线程的核心区别是什么？,进程是资源分配和保护的基本单位，线程是 CPU 调度的基本单位；同一进程内线程共享地址空间和资源。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的信息足以回答用户关于进程和线程核心区别的问题。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] 进程是操作系统进行资源分配和保护的基本单位",operating_systems.md(0.8125); operating_systems.md(0.4023); computer_networks.md(0.4000); ai_rag_notes.md(0.3770),1,0.0,1.0,1,136.3848,170.9206,307.3889,
adaptive,9,操作系统,线程共享数据为什么还需要锁或信号量？,线程共享进程地址空间，多个线程并发访问共享数据可能产生竞态条件，因此需要同步机制。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的信息足以回答该问题。

## 步骤 2：关键事实提取
[片段1] 线程是 CPU 调度的基本单位，同一进程内的多个线程共享进程地址空间和大部分资源，但各自拥有程序",operating_systems.md(0.8318); database_systems.md(0.4722); computer_networks.md(0.4423); ai_rag_notes.md(0.4239),1,0.4571,1.0,1,153.4837,158.9282,312.4831,
adaptive,10,操作系统,时间片轮转调度为什么适合交互式系统？,时间片轮转为每个就绪进程分配固定时间片，提升公平性和响应性。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段2和片段3与用户问题无关。片段1中提供了关于时间片轮转调度的信息，因此信息是充分的。

## 步骤 2：关键事实提取
[片段1] 时间片轮转适合交互式系统，",operating_systems.md(0.7571); database_systems.md(0.4287); ai_rag_notes.md(0.3621); computer_networks.md(0.3510),1,0.3846,1.0,1,152.8181,206.9605,359.8607,
adaptive,11,操作系统,虚拟内存的作用是什么？,虚拟内存将进程地址空间与物理内存解耦，扩大可用地址空间、提供隔离并支持按需分页。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段1和片段3提到了虚拟内存的相关内容，可以用来回答用户的问题。因此信息是充分的。

## 步骤 2：关键事实提取
[片段1] 虚拟内存把进程看到的地址空间与物理",operating_systems.md(0.8500); operating_systems.md(0.6028); computer_networks.md(0.5271); computer_networks.md(0.4159),1,0.5588,1.0,1,143.0551,162.8811,306.0173,
adaptive,12,操作系统,缺页中断频繁会导致什么问题？,频繁缺页会使系统不断换入换出页面，导致抖动和性能下降。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提到了“缺页中断”及其后果，因此信息是充分的。

## 步骤 2：关键事实提取
[片段1] 虚拟内存：如果频繁缺页，会导致系统抖动和性能下降。

##",operating_systems.md(0.8173); ai_rag_notes.md(0.4418); computer_networks.md(0.4000); database_systems.md(0.3798),1,0.76,1.0,1,111.9154,125.6552,237.638,
adaptive,13,操作系统,死锁产生的四个必要条件是什么？,四个必要条件是互斥、占有并等待、不可抢占和循环等待。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
根据参考资料中的信息，[片段2] 提到了死锁的相关内容，并明确列出了产生死锁的四个必要条件。因此，知识库中提供的信息是足够的。

## 步骤 2：关键事实提取
从参考资料中提取与问题",operating_systems.md(0.7598); computer_networks.md(0.4000); computer_networks.md(0.3584); ai_rag_notes.md(0.3432),1,0.4091,1.0,1,129.1351,162.8844,292.103,
adaptive,14,操作系统,银行家算法属于哪类死锁处理策略？,银行家算法属于死锁避免策略，会在资源分配前判断系统是否处于安全状态。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提到了“处理死锁的策略包括预防、避免、检测与恢复”，并且明确提到“银行家算法是一种典型的死锁避免算法”。因此，信息是充分的。

## 步骤 2：关键事实提取
[片段4",operating_systems.md(0.7950); operating_systems.md(0.4240); database_systems.md(0.4000); database_systems.md(0.3770),1,0.5152,0.0,1,118.096,145.4563,263.6205,
adaptive,15,操作系统,日志文件系统为什么能提高崩溃恢复能力？,日志文件系统先记录元数据操作日志，再修改结构，崩溃后可根据日志恢复一致性。,operating_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的信息足以回答用户的问题。

## 步骤 2：关键事实提取
从[片段3]中提取了相关的关键事实：
- 日志文件系统会先记录元数据操作日志，再真正修改文件系统结构。[片段",operating_systems.md(0.7415); database_systems.md(0.4439); ai_rag_notes.md(0.4212); ai_rag_notes.md(0.4136),1,0.6774,1.0,1,142.8436,180.7008,323.6347,
adaptive,16,数据库,关系数据库中的主键和外键分别有什么作用？,主键唯一标识表中记录，外键表达表之间的引用关系。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提供了关于关系数据库中主键和外键的相关信息。因此可以继续进行下一步。

## 步骤 2：关键事实提取
[片段1] 主键用于唯一标识表中的记录，外键用于表达表之间的引用关系。",database_systems.md(0.8464); database_systems.md(0.5224); computer_networks.md(0.4198); ai_rag_notes.md(0.3992),1,1.0,1.0,1,115.0673,150.7489,265.8945,
adaptive,17,数据库,数据库规范化的目的是什么？,规范化用于减少数据冗余和更新异常，提高数据一致性。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段提供了关于数据库规范化的基本信息。根据[片段1]的内容，可以回答用户的问题。

## 步骤 2：关键事实提取
- [片段1] 关系数据库规范化用于减少数据冗余和更新异常。
- [片段",database_systems.md(0.7716); ai_rag_notes.md(0.4000); computer_networks.md(0.3899); computer_networks.md(0.3646),1,0.8261,1.0,1,107.3803,164.908,272.3679,
adaptive,18,数据库,第三范式主要约束什么问题？,第三范式要求非主属性不传递依赖候选键，以减少传递依赖带来的异常。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
根据参考资料中的信息，[片段1] 中提到了第三范式（3NF），描述了其在数据库规范化中的作用。因此，知识库中提供了足够的信息来回答用户的问题。

## 步骤 2：关键事实提取
从参考资料",database_systems.md(0.8500); ai_rag_notes.md(0.5739); ai_rag_notes.md(0.4313); ai_rag_notes.md(0.4081),1,0.3214,1.0,1,137.8051,143.3935,281.2922,
adaptive,19,数据库,B+ 树索引为什么适合范围查询？,B+ 树叶子节点按键值有序并通过链表相连，便于顺序扫描范围数据。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
根据参考资料中的信息，片段1中提到了B+树索引的特点，特别是它适合范围查询和排序。因此，知识库中的信息是充足的。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实",database_systems.md(0.8500); computer_networks.md(0.3576); computer_networks.md(0.3520); database_systems.md(0.3373),1,0.0,0.0,1,133.0489,176.603,309.7394,
adaptive,20,数据库,索引会带来哪些代价？,索引会占用额外存储空间，并增加插入、删除、更新时维护索引的开销。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提供了关于索引的相关信息。根据[片段1]和[片段2]的内容，可以回答用户的问题。

## 步骤 2：关键事实提取
- [片段1] 索引能提高读取性能，但会",database_systems.md(0.8022); database_systems.md(0.4520); arxiv_002_2605.22820v1.md(0.3923); computer_networks.md(0.3916),1,0.2414,1.0,1,120.4729,155.4585,276.0131,
adaptive,21,数据库,事务 ACID 分别表示什么？,ACID 表示原子性、一致性、隔离性和持久性。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中包含了关于事务 ACID 的相关信息。因此可以继续进行下一步。

## 步骤 2：关键事实提取
[片段1] 事务是数据库中一组逻辑操作。ACID 表示原子性、一致性、隔离性和持久性",database_systems.md(0.9179); database_systems.md(0.8267); computer_networks.md(0.4265); ai_rag_notes.md(0.3350),1,0.5,1.0,1,129.2751,167.6087,296.9743,
adaptive,22,数据库,MVCC 如何减少读写冲突？,MVCC 保存数据多个版本，让读操作读取一致性快照，从而减少读写冲突。,database_systems.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的信息不足以直接回答“MVCC 如何减少读写冲突”的问题。片段3和片段4与事务ACID和数据库系统的基础知识相关，但未涉及MVCC的具体机制。片段2讨论的是关于Diffusion Models的论文，并不",database_systems.md(0.8527); arxiv_020_2605.22765v1.md(0.4099); arxiv_004_2605.22814v1.md(0.3879); database_systems.md(0.0000),1,0.0,0.0,1,87.6972,162.9008,250.6816,
adaptive,23,人工智能,Transformer 为什么不依赖循环结构也能建模序列关系？,Transformer 通过自注意力计算序列中不同位置之间的关联，并使用位置编码补充词序信息。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提供了关于 Transformer 的相关信息，可以用来解释为什么它不依赖循环结构也能建模序列关系。因此，继续进行下一步。

## 步骤 2：关键事实提取
[片段1] Transformer 是一种基于注意力机制的神经网络架构",ai_rag_notes.md(0.9535); cse_017_acknowledgments.md(0.5139); cse_006_data-processing.md(0.5075); arxiv_015_2605.22775v1.md(0.4583),1,0.5,1.0,1,96.3871,128.5867,225.0654,
adaptive,24,人工智能,多头注意力的作用是什么？,多头注意力可以在多个表示子空间中学习不同关系，增强模型表达能力。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段1提到了“多头注意力”的概念，因此信息是充分的，可以继续进行下一步。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
[片段1] 多头注意力可以在",ai_rag_notes.md(0.8500); computer_networks.md(0.4775); computer_networks.md(0.4175); database_systems.md(0.3238),1,0.4138,1.0,1,137.9867,172.4938,310.5775,
adaptive,25,RAG,Ollama 本地部署在课程设计中有什么优势？,本地部署使专业文档无需上传第三方服务，便于保护隐私和复现实验环境。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的信息足以回答用户关于 Ollama 本地部署在课程设计中的优势的问题。因此，继续进行下一步。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] 用户通过",ai_rag_notes.md(0.9068); computer_networks.md(0.4199); operating_systems.md(0.3220); computer_networks.md(0.3130),1,0.2424,1.0,1,119.9629,182.8649,302.9031,
adaptive,26,RAG,Embedding 在 RAG 中承担什么任务？,Embedding 把文本映射为高维向量，使系统能用余弦相似度进行语义检索。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提到了 Embedding 的相关内容，可以用来回答用户的问题。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] Embedding 模型把文本映射为高维向",ai_rag_notes.md(0.8316); ai_rag_notes.md(0.8300); cse_006_data-processing.md(0.7637); cse_005_dataset-size.md(0.6068),1,0.5,1.0,1,107.2619,144.9814,252.338,
adaptive,27,RAG,RAG 的基本流程是什么？,RAG 流程包括文档解析、文本切分、向量化入库、问题向量化、相似度检索、Prompt 拼接和答案生成。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中的片段提供了关于 RAG 流程的相关信息，可以用来回答用户的问题。因此，继续进行下一步。

## 步骤 2：关键事实提取
从参考资料中提取与问题相关的关键事实：
- [片段1] 描述了",ai_rag_notes.md(1.0000); cse_009_using-with-rag-systems.md(0.6112); ai_rag_notes.md(0.6111); operating_systems.md(0.5471),1,0.3333,1.0,1,133.7622,173.1561,307.0061,
adaptive,28,RAG,RAG 可以缓解大模型的哪些问题？,RAG 可以缓解知识过时、专业知识不足和幻觉问题。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提供了关于 RAG（Retrieval-Augmented Generation）系统的相关信息，特别是它如何结合外部知识库检索与生成模型来改进大语言模型的问题。这些信息足以回答用户提出的问题。

## 步骤 2：关键事实提取",ai_rag_notes.md(0.9696); ai_rag_notes.md(0.6744); cse_009_using-with-rag-systems.md(0.5338); cse_001_cse-course-rag-dataset.md(0.4946),1,0.0,0.0,1,103.5557,131.5958,235.2384,
adaptive,29,RAG,专业文档问答的 Prompt 为什么要要求拒绝编造？,因为检索片段可能没有答案，拒绝编造可以降低幻觉并提升答案可信度。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"### 步骤 1：信息评估
参考资料中的片段主要涉及 RAG 技术、Transformer 模型和数据库系统的基础知识。这些内容与用户的问题“专业文档问答的 Prompt 为什么要要求拒绝编造？”没有直接相关性，因此知识库中没有找到明确答案。

###",ai_rag_notes.md(0.9782); ai_rag_notes.md(0.8337); ai_rag_notes.md(0.3520); database_systems.md(0.3433),1,0.5357,0.0,1,127.5233,168.1674,295.7702,
adaptive,30,RAG,影响 RAG 最终效果的关键因素有哪些？,检索质量、文档切分策略和提示词约束会直接影响最终问答效果。,ai_rag_notes.md,qwen2.5:7b-instruct-q4_K_M,4,baseline,64,360,False,1,"## 步骤 1：信息评估
参考资料中提供了关于RAG系统的相关信息，特别是其流程和关键组成部分。根据这些内容，我们可以推断出影响RAG最终效果的一些关键因素。

## 步骤 2：关键事实提取
[片段1] RAG 可以缓解",ai_rag_notes.md(0.9274); cse_009_using-with-rag-systems.md(0.6647); ai_rag_notes.md(0.5464); cse_001_cse-course-rag-dataset.md(0.5303),1,0.3448,1.0,1,121.9281,158.5583,280.5773,
